3;2;1;40.9765035408;29.2663277186;5;1;9;7;0.00241851806641;8.7706861496;0.0379040241241;False
3;2;8;1809.53096079;1809.53096079;1;0;61;61;0.0137345790863;0.460258245468;0.503397941589;False
3;2;9;103.411253378;95.3317457571;3;1;6;6;0.00269603729248;0.0364916324615;0.142465114594;False
3;2;10;58.42794843;56.2154314141;5;1;11;10;0.00344896316528;22.6100132465;10.9158420563;False
3;2;11;162.042886018;162.042886018;1;0;10;10;0.00218987464905;0.103616714478;0.115052938461;False
3;2;13;81.5218676582;81.5218676582;1;0;6;6;0.00149512290955;0.0870449542999;0.128556966782;False
3;2;27;1101.84149698;1101.84149698;1;0;55;55;0.0122754573822;0.264329195023;0.306111097336;False
3;2;34;1253.98056097;1253.98056097;1;0;7;7;0.00219440460205;0.0462393760681;0.0644891262054;False
3;2;37;39.9999979623;30.7565960178;11;5;12;12;0.0055468082428;0.0879812240601;0.0763502120972;False
3;2;45;594.322449945;594.322449945;1;0;7;7;0.00246524810791;0.0513231754303;0.064572095871;False
3;2;50;183.696372231;183.696372231;1;0;9;9;0.00212526321411;0.0460879802704;0.0757999420166;False
3;2;66;46.00271691;33.4365978949;3;1;11;10;0.0033655166626;0.0555939674377;0.0532808303833;False
3;2;67;180.44238084;180.44238084;1;0;8;8;0.00158405303955;4.61944818497;4.62834215164;False
3;2;71;41.5574338236;32.2152364664;5;1;9;9;0.00270915031433;0.0576944351196;0.050106048584;False
3;2;75;40.0000030434;32.0728554525;11;4;12;12;0.004563331604;0.0808112621307;0.0644519329071;False
3;2;90;6640.10220857;6640.10220857;1;0;50;50;0.00929236412048;0.205259084702;0.235385894775;False
3;2;95;40.0000053253;28.6207111312;7;2;6;5;0.00247144699097;0.0554947853088;0.034698009491;False
3;2;100;4031.65302335;4031.65302335;1;0;3;3;0.000838994979858;0.0215952396393;0.0292978286743;False
3;2;114;44.9231121458;41.4391950979;3;1;11;10;0.00249528884888;0.0542938709259;0.0629208087921;False
3;2;122;3134.09549157;3134.09549157;1;0;12;12;0.00266265869141;12.5165326595;12.5284018517;False
3;2;128;55.8319714508;50.7598776474;5;1;8;8;0.00293517112732;20.2739019394;9.6300740242;False
3;2;133;71.9130425409;71.9130425409;1;0;4;4;0.00147700309753;0.0261733531952;0.0338039398193;False
