0;5;0;5349.61879408;8886.87191914;5013.53947658;518;104;214;70;0.146318912506;9.58408784866;0.809893846512;False;True; FALSE
0;10;0;4871.33389906;6063.81084703;4445.80197961;310;62;175;85;0.109243631363;8.04520630836;1.24182796478;False;True; FALSE
0;15;0;4362.38399489;5046.45414801;3868.16414044;310;72;160;77;0.102278232574;7.54164814949;1.20781612396;False;True; FALSE
0;20;0;3848.498389;4319.9868017;3373.30043979;266;65;146;78;0.0858972072601;5.80570936203;1.28606009483;False;True; FALSE
0;25;0;3387.44501293;3900.5308965;2966.56200126;286;68;144;69;0.0839469432831;7.59679841995;1.33513402939;False;True; FALSE
0;30;0;3032.13132828;3554.86245176;2640.23805156;278;66;163;88;0.100882053375;9.57481193542;2.0592751503;False;True; FALSE
0;35;0;2877.41869595;3296.28431531;2401.50961005;502;116;232;114;0.189985275269;14.853726387;2.74259185791;False;True; FALSE
0;40;0;2729.79623737;3101.0028664;2247.13726172;1122;267;326;114;0.434392213821;23.3961904049;2.41193604469;False;True; FALSE
0;45;0;2562.75407548;2977.956509;2126.70503039;1386;329;351;99;0.484812021255;29.0357646942;2.36317896843;False;True; FALSE
1;5;0;3298.20039305;4248.58726164;2936.61210139;242;57;91;41;0.0567162036896;12.847315073;1.67659711838;False;True; FALSE
1;5;1;5492.9956509;5722.36119191;3521.85130189;1134;277;172;76;0.23680472374;56.1585733891;3.11283898354;False;True; FALSE
1;5;2;7144.98985667;7196.66905274;3965.36618102;1662;412;167;53;0.340377092361;63.0555419922;1.13396596909;False;True; FALSE
1;5;3;5871.54479007;6094.37630519;3583.644499;870;213;171;39;0.203591346741;33.7308912277;1.09699392319;False;True; FALSE
1;5;4;4129.77693255;4156.99402807;3324.0535867;1850;460;311;47;0.53143119812;110.366507292;1.69207978249;False;True; FALSE
1;10;0;6955.18798054;7025.75124971;4521.01852613;198;48;86;29;0.057505607605;11.1120789051;0.932731151581;False;True; FALSE
1;10;1;3811.92485881;3828.82464888;2684.68521424;1030;255;149;58;0.209031581879;54.339389801;1.79952001572;False;True; FALSE
1;10;2;2262.53065739;2262.53065739;1934.63939282;742;185;172;71;0.172943592072;28.2656247616;2.00766587257;False;False; FALSE
1;10;3;5705.91895456;5708.66525836;4178.92266085;538;133;113;52;0.121407270432;21.4385609627;1.85191202164;False;True; FALSE
1;10;4;4600.78311026;4600.78311026;3247.40656973;406;101;126;54;0.109925985336;27.809571743;2.26429796219;False;True; FALSE
1;15;0;5417.14296587;5417.14296587;3736.8541941;922;230;216;57;0.268321275711;46.0256619453;1.89941692352;False;False; FALSE
1;15;1;4447.17632878;6239.50773715;2927.9804252;954;237;162;40;0.195648908615;32.8812770844;1.36102199554;False;True; FALSE
1;15;2;6038.57402062;6075.06280083;3496.77658149;958;236;100;44;0.160088062286;26.4394154549;1.5119240284;False;True; FALSE
1;15;3;5551.74503168;5581.28214493;3290.92416556;1450;362;298;61;0.438028097153;77.2710063457;3.28172492981;False;True; FALSE
1;15;4;4201.96213981;4201.96213981;2821.49494164;1970;492;309;102;0.571466445923;102.150282383;3.10132098198;False;True; FALSE
1;20;0;2711.7602503;2863.71316205;2210.79108076;522;128;186;52;0.14310836792;20.3976359367;1.18485093117;False;True; FALSE
1;20;1;6031.40917745;6031.40917745;4162.14706473;414;103;122;55;0.103307962418;24.9909391403;2.16665005684;False;False; FALSE
1;20;2;5362.80788784;5437.55721878;3023.8793275;1990;483;204;52;0.424048662186;68.6992006302;1.49782395363;False;True; FALSE
1;20;3;3363.697586;3572.11069325;2251.66390823;2210;550;228;44;0.460973262787;70.1667118073;1.45739889145;False;True; FALSE
1;20;4;4244.53768857;4324.36835953;3046.94886346;878;212;161;86;0.19412946701;40.3408112526;3.32613396645;False;True; FALSE
1;25;0;2690.94184366;2759.41572191;2337.24796919;1058;261;196;86;0.239042758942;53.1272878647;2.74011993408;False;True; FALSE
1;25;1;3089.74257985;3273.04316006;2410.130004;1290;321;158;66;0.241589784622;40.2852437496;1.79751515388;False;True; FALSE
1;25;2;3367.52398885;3431.92615353;2179.85656285;2370;588;218;54;0.503499031067;62.3085765839;1.70385479927;False;True; FALSE
1;25;3;3907.01913669;3948.44069692;2497.30544191;1198;291;152;71;0.241962909698;45.9961853027;2.61747312546;False;True; FALSE
1;25;4;6630.1380485;6658.84634438;3496.65935537;126;29;94;33;0.0411684513092;6.5774128437;0.960489988327;False;True; FALSE
1;30;0;4367.98371559;4452.18593057;2785.81571534;534;131;148;42;0.132999897003;22.0441243649;1.42904901505;False;True; FALSE
1;30;1;3021.32238227;3021.32238227;1910.64903565;1974;493;208;60;0.403508424759;64.1601910591;2.20316410065;False;False; FALSE
1;30;2;3351.36397165;3525.43994093;2624.98280369;1662;404;194;81;0.3264939785;53.5423700809;2.33154797554;False;True; FALSE
1;30;3;5488.02512182;5489.37998906;3360.36907936;734;180;266;93;0.269642829895;44.8815662861;3.21492409706;False;True; FALSE
1;30;4;6831.10344766;6946.82052634;4094.04406182;698;171;194;65;0.192221164703;34.9370729923;2.23398900032;False;True; FALSE
1;35;0;1903.07153796;1903.07153796;1596.21382862;982;244;278;108;0.309059381485;74.985676527;5.44512701035;False;True; FALSE
1;35;1;5643.26244268;5655.77770443;3934.00866432;506;123;150;49;0.122663497925;24.0310497284;1.88280892372;False;True; FALSE
1;35;2;3840.00758518;4010.37731004;2673.94258227;2182;543;391;72;0.778985023499;111.359055042;2.8029589653;False;True; FALSE
1;35;3;4980.51234468;5016.56659302;3278.24156242;598;147;143;32;0.140476703644;31.1974339485;1.43414306641;False;True; FALSE
1;35;4;5304.31562342;5326.12123874;3823.39483416;1202;297;180;38;0.263092756271;40.8237102032;1.20514988899;False;True; FALSE
1;40;0;3606.77686871;3655.97996481;2621.221663;630;152;188;78;0.167808532715;39.3669285774;3.35816001892;False;True; FALSE
1;40;1;5144.3870962;5204.25265375;3682.60205114;710;175;210;41;0.195621490479;29.3733985424;1.33946895599;False;True; FALSE
1;40;2;3678.90190131;3678.90190131;2762.08260788;834;207;212;50;0.236263990402;42.6288740635;2.33301091194;False;False; FALSE
1;40;3;3866.13972702;3919.73498326;2835.83372159;1030;252;159;74;0.197240352631;43.9634859562;3.21905493736;False;True; FALSE
1;40;4;5702.69180392;5905.764271;3270.25078249;1410;349;208;56;0.35463643074;66.8332571983;3.063352108;False;True; FALSE
1;45;0;3534.47997642;3538.38284325;2572.28144015;1030;255;223;74;0.258381128311;43.9867579937;2.09918999672;False;True; FALSE
1;45;1;4127.49041218;4135.88058475;2937.34095016;1414;352;224;63;0.330561637878;59.8847970963;2.69037294388;False;True; FALSE
1;45;2;3652.58039843;3704.23324826;2081.93587416;1082;268;147;53;0.189538002014;34.7034037113;1.80865001678;False;True; FALSE
1;45;3;6587.05583756;6628.88368506;3581.14364937;298;70;167;51;0.0957424640656;13.1108880043;1.34993004799;False;True; FALSE
