1;45;4;4804.50768826;4844.61668659;3096.16383376;2138;533;346;101;0.673542976379;99.224354744;4.29036712646;False;True; FALSE
2;5;0;3054.69465039;3462.85065959;2782.41411391;1030;246;121;55;0.161256074905;12.2031371593;0.940216064453;False;True; FALSE
2;5;1;4748.01306894;4942.06032693;3211.56119494;242;51;100;47;0.0596604347229;10.4167621136;1.13205099106;False;True; FALSE
2;5;2;3350.2956966;5992.05015385;3146.23547896;326;64;169;65;0.0991160869598;7.02574443817;0.884148836136;False;True; FALSE
2;5;3;2441.05441628;2955.23052013;2044.78057191;1342;310;244;60;0.318413257599;39.991918087;1.38379883766;False;True; FALSE
2;5;4;2910.00073337;3791.06828376;2522.87888793;142;30;65;34;0.0297684669495;2.10439658165;0.302242040634;False;True; FALSE
2;10;0;4980.5362364;5042.32102518;3318.36993316;894;220;282;88;0.293093681335;29.7938508987;2.07415294647;False;True; FALSE
2;10;1;3776.43816029;3776.43816029;2506.375877;70;15;87;63;0.0300195217133;3.49328446388;1.22579288483;False;True; FALSE
2;10;2;6020.72257444;6188.66397239;4049.02101303;398;91;111;47;0.0925824642181;12.4291400909;1.45688199997;False;True; FALSE
2;10;3;5530.74342355;5560.13402834;3653.16338634;270;60;92;36;0.0600395202637;6.9038836956;0.77862906456;False;True; FALSE
2;10;4;3486.00395109;3620.89215109;2493.4648212;1534;378;244;91;0.374919652939;34.3908994198;2.13380408287;False;True; FALSE
2;15;0;5528.00586944;5543.92205082;3647.99867722;838;205;200;65;0.22410774231;21.418659687;2.07835793495;False;True; FALSE
2;15;1;5760.26580329;5774.11070984;3825.51043381;2526;628;248;67;0.610452413559;49.178924799;1.49291682243;False;True; FALSE
2;15;2;1897.55131777;1917.38072529;1644.67332132;590;142;166;61;0.137646436691;11.0398218632;1.57514500618;False;True; FALSE
2;15;3;6422.17530744;6509.07695961;4315.10364334;470;104;157;56;0.116831541061;14.8289041519;1.70510983467;False;True; FALSE
2;15;4;5406.47161245;5406.47161245;3595.3736412;654;162;249;89;0.227489233017;26.6316728592;2.50936794281;False;True; FALSE
2;20;0;3266.19874343;3266.19874343;2410.70082408;654;158;134;45;0.133183956146;11.8109376431;0.702114105225;False;True; FALSE
2;20;1;2861.89484777;3021.42288508;2065.83789797;3094;766;258;52;0.655671596527;82.1070337296;0.986360788345;False;True; FALSE
2;20;2;3623.01792201;3625.39833036;2535.24169888;1062;259;257;66;0.302182912827;29.0023117065;1.85096096992;False;True; FALSE
2;20;3;5225.98568432;5250.3144613;3471.00537544;1518;373;212;53;0.370269775391;29.1624286175;1.12178707123;False;True; FALSE
2;20;4;2575.93334001;2959.56315817;1935.01613708;746;167;119;63;0.12565279007;8.89142990112;0.910023927689;False;True; FALSE
2;25;0;3878.97749891;3916.06574481;2652.89157228;682;166;360;101;0.347331762314;43.3356544971;2.55392289162;False;True; FALSE
2;25;1;5940.97485973;5949.24897217;3944.06529179;162;37;111;51;0.0507943630219;6.27514052391;1.25868391991;False;True; FALSE
2;25;2;4968.63566683;5065.14073644;3366.16469032;2082;516;277;63;0.575042724609;45.2126607895;1.37661194801;False;True; FALSE
2;25;3;2953.93187909;3002.26726681;2034.21121548;326;72;206;110;0.124948740005;13.8194241524;2.97558116913;False;True; FALSE
2;25;4;1811.32319748;2261.40075072;1439.50171588;1482;367;234;79;0.329136371613;24.5472590923;1.41864109039;False;True; FALSE
2;30;0;6429.97021017;6429.97021017;4306.91707735;302;72;102;45;0.0683734416962;7.06255483627;1.26217913628;False;True; FALSE
2;30;1;2121.15118939;2150.80786841;1523.00892392;582;134;171;68;0.142333745956;21.4593560696;2.60732197762;False;True; FALSE
2;30;2;5683.44584707;5689.73854009;3785.19667252;1362;336;247;58;0.382225036621;35.835911274;1.60964202881;False;True; FALSE
2;30;3;5262.39445306;5327.91427971;3551.35695891;1294;312;244;68;0.350944757462;29.7460210323;1.65060710907;False;True; FALSE
2;30;4;7226.28666342;7252.7880335;4820.14926297;90;18;112;73;0.0393805503845;4.32177996635;1.45544505119;False;True; FALSE
2;35;0;4914.80924612;4915.74695812;3310.16919042;58;11;89;60;0.028813123703;2.57205510139;1.11758899689;False;True; FALSE
2;35;1;2201.90477164;2247.81430552;1669.4914977;2694;664;303;102;0.67537355423;41.6668140888;2.00971794128;False;True; FALSE
2;35;2;4581.28827096;4581.28827096;3147.03434479;606;150;277;81;0.229513883591;29.8069984913;2.07494592667;False;True; FALSE
2;35;3;5093.52409481;5113.20215098;3419.77428239;598;141;254;67;0.21390914917;27.1799073219;1.75682520866;False;True; FALSE
2;35;4;2605.7244457;2605.7244457;1761.35225705;486;119;231;62;0.162137985229;17.2245428562;1.71428418159;False;False; FALSE
2;40;0;3186.02275009;3364.65600868;2252.43861085;490;103;139;89;0.110856533051;12.0891172886;1.96940398216;False;True; FALSE
2;40;1;2108.91244049;2108.91244049;1515.09320929;714;177;433;84;0.415052652359;37.4427697659;2.75769782066;False;True; FALSE
2;40;2;1252.40343545;1371.41416651;961.682798587;1630;399;206;72;0.33521938324;32.0033063889;1.67387700081;False;True; FALSE
